Volume(mm),Year,Station_Code,Data_Type,Date_x,Month,Measurer,Daily_max_vol,Day_max_vol,Rain_days,Monthly_total_vol,Annual_vol,Vol_fortnight1_x,Vol_fortnight2_x,Vol_week1_x,Vol_week2_x,Vol_week3_x,Vol_week4_x,Day01,Day02,Day03,Day04,Day05,Day06,Day07,Day08,Day09,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,Day31,Date_y,River position (m),Monthly_total_vol ,Vol_fortnight1_y,Vol_fortnight2_y,Vf_mean,Vol_week1_y,Vol_week2_y,Vol_week3_y,Vol_week4_y,Vw_mean,Select
1622.0,1959.0,2951010.0,Raw,1959-08-01,August,Pluviometer,71.4,27.0,16.0,211.9,,46.1,165.8,14.7,31.4,6.4,159.4,11.1,0.8,0.4,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,4.4,5.4,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,13.0,8.2,6.8,71.4,50.2,0.4,0.4,9.0,1959-06-01,16.57,273.2,26.4,246.8,136.6,24.4,2.0,162.4,84.4,54.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-08-01,August,Pluviometer,71.4,27.0,16.0,211.9,,46.1,165.8,14.7,31.4,6.4,159.4,11.1,0.8,0.4,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,4.4,5.4,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,13.0,8.2,6.8,71.4,50.2,0.4,0.4,9.0,1959-04-01,11.2,167.8,112.4,55.4,83.9,89.6,22.8,17.4,38.0,30.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-07-01,July,Pluviometer,16.2,5.0,9.0,51.1,,41.4,9.7,37.6,3.8,1.4,8.3,11.6,0.0,0.0,1.0,16.2,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,7.8,1959-06-01,16.57,273.2,26.4,246.8,136.6,24.4,2.0,162.4,84.4,54.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-07-01,July,Pluviometer,16.2,5.0,9.0,51.1,,41.4,9.7,37.6,3.8,1.4,8.3,11.6,0.0,0.0,1.0,16.2,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,7.8,1959-04-01,11.2,167.8,112.4,55.4,83.9,89.6,22.8,17.4,38.0,30.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-06-01,June,Pluviometer,135.0,21.0,11.0,273.2,,26.4,246.8,24.4,2.0,162.4,84.4,0.0,0.0,0.0,0.0,20.6,3.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,135.0,21.4,0.0,1.8,0.6,10.0,71.0,1.0,0.0,0.0,,1959-06-01,16.57,273.2,26.4,246.8,136.6,24.4,2.0,162.4,84.4,54.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-06-01,June,Pluviometer,135.0,21.0,11.0,273.2,,26.4,246.8,24.4,2.0,162.4,84.4,0.0,0.0,0.0,0.0,20.6,3.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,135.0,21.4,0.0,1.8,0.6,10.0,71.0,1.0,0.0,0.0,,1959-04-01,11.2,167.8,112.4,55.4,83.9,89.6,22.8,17.4,38.0,30.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-05-01,May,Pluviometer,24.2,3.0,10.0,98.0,,32.8,65.2,28.2,4.6,44.4,20.8,0.0,1.4,24.2,2.6,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.4,0.0,0.0,0.0,0.0,4.0,20.6,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.4,1959-06-01,16.57,273.2,26.4,246.8,136.6,24.4,2.0,162.4,84.4,54.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-05-01,May,Pluviometer,24.2,3.0,10.0,98.0,,32.8,65.2,28.2,4.6,44.4,20.8,0.0,1.4,24.2,2.6,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.4,0.0,0.0,0.0,0.0,4.0,20.6,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.4,1959-04-01,11.2,167.8,112.4,55.4,83.9,89.6,22.8,17.4,38.0,30.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-04-01,April,Pluviometer,57.2,5.0,13.0,167.8,,112.4,55.4,89.6,22.8,17.4,38.0,0.0,0.0,0.0,27.8,57.2,0.0,3.8,0.8,5.8,17.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,2.8,6.6,0.0,3.2,1.2,0.0,37.0,1.0,0.0,0.0,0.0,0.0,,1959-06-01,16.57,273.2,26.4,246.8,136.6,24.4,2.0,162.4,84.4,54.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-04-01,April,Pluviometer,57.2,5.0,13.0,167.8,,112.4,55.4,89.6,22.8,17.4,38.0,0.0,0.0,0.0,27.8,57.2,0.0,3.8,0.8,5.8,17.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,2.8,6.6,0.0,3.2,1.2,0.0,37.0,1.0,0.0,0.0,0.0,0.0,,1959-04-01,11.2,167.8,112.4,55.4,83.9,89.6,22.8,17.4,38.0,30.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-03-01,March,Pluviometer,41.6,13.0,5.0,125.2,,69.4,55.8,0.0,69.4,48.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,41.6,0.0,0.0,40.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,1959-06-01,16.57,273.2,26.4,246.8,136.6,24.4,2.0,162.4,84.4,54.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-03-01,March,Pluviometer,41.6,13.0,5.0,125.2,,69.4,55.8,0.0,69.4,48.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,41.6,0.0,0.0,40.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,1959-04-01,11.2,167.8,112.4,55.4,83.9,89.6,22.8,17.4,38.0,30.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-02-01,February,Pluviometer,45.2,5.0,14.0,215.2,,134.0,81.2,52.2,81.8,41.6,39.6,0.0,0.0,0.0,0.0,45.2,7.0,0.0,0.8,2.6,19.4,37.0,4.0,13.2,4.8,0.0,0.0,0.0,0.0,7.6,8.0,26.0,4.2,0.0,0.0,35.4,0.0,0.0,0.0,,,,1959-06-01,16.57,273.2,26.4,246.8,136.6,24.4,2.0,162.4,84.4,54.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-02-01,February,Pluviometer,45.2,5.0,14.0,215.2,,134.0,81.2,52.2,81.8,41.6,39.6,0.0,0.0,0.0,0.0,45.2,7.0,0.0,0.8,2.6,19.4,37.0,4.0,13.2,4.8,0.0,0.0,0.0,0.0,7.6,8.0,26.0,4.2,0.0,0.0,35.4,0.0,0.0,0.0,,,,1959-04-01,11.2,167.8,112.4,55.4,83.9,89.6,22.8,17.4,38.0,30.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-01-01,January,Pluviometer,39.6,28.0,11.0,125.9,,46.6,79.3,26.2,20.4,21.1,58.2,0.0,0.0,0.0,14.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.2,2.3,8.4,0.0,0.0,11.6,0.0,39.6,3.4,3.6,0.0,1959-06-01,16.57,273.2,26.4,246.8,136.6,24.4,2.0,162.4,84.4,54.4,2.0
1622.0,1959.0,2951010.0,Raw,1959-01-01,January,Pluviometer,39.6,28.0,11.0,125.9,,46.6,79.3,26.2,20.4,21.1,58.2,0.0,0.0,0.0,14.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.2,2.3,8.4,0.0,0.0,11.6,0.0,39.6,3.4,3.6,0.0,1959-04-01,11.2,167.8,112.4,55.4,83.9,89.6,22.8,17.4,38.0,30.4,2.0
1253.8,1960.0,2951010.0,Raw,1960-12-01,December,Pluviometer,24.6,17.0,11.0,87.7,1253.8,11.3,76.4,4.6,6.7,32.6,43.8,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.7,4.0,24.6,4.0,0.0,0.0,0.0,0.0,0.0,3.1,7.5,0.0,0.0,16.8,0.0,0.0,16.4,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-11-01,November,Pluviometer,27.6,30.0,6.0,55.0,,27.4,27.6,12.9,14.5,0.0,27.6,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,1.3,2.6,4.8,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-10-01,October,Pluviometer,45.4,24.0,14.0,121.0,,43.0,78.0,13.4,29.6,14.2,63.8,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,18.6,0.0,0.0,1.4,4.8,0.0,4.8,0.0,0.0,0.4,9.8,0.6,0.0,2.8,0.6,45.4,3.6,14.6,0.2,0.0,0.0,0.0,0.0,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-09-01,September,Pluviometer,39.1,17.0,11.0,144.5,,24.3,120.2,13.0,11.3,85.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.1,0.5,4.7,0.0,24.2,39.1,0.0,0.0,0.0,0.0,10.3,12.0,26.1,8.1,0.4,0.0,0.0,0.0,0.0,,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-08-01,August,Pluviometer,55.6,30.0,9.0,163.3,,34.9,128.4,0.0,34.9,33.8,94.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,13.6,0.0,0.0,33.2,0.3,0.0,0.0,0.0,0.0,0.3,0.8,12.0,0.0,0.0,0.0,0.0,55.6,26.2,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-07-01,July,Pluviometer,49.0,30.0,10.0,118.9,,24.9,94.0,24.9,0.0,40.6,53.4,0.0,1.4,0.0,0.0,2.4,0.0,19.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,26.4,1.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.4,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-06-01,June,Pluviometer,52.8,21.0,8.0,144.0,,12.7,131.3,0.0,12.7,130.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.6,0.0,1.7,0.0,0.0,23.5,0.0,0.0,0.0,52.8,14.8,39.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-05-01,May,Pluviometer,30.3,19.0,5.0,62.9,,27.0,35.9,0.0,27.0,33.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,23.2,3.4,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-04-01,April,Pluviometer,53.7,3.0,8.0,86.3,,64.3,22.0,63.6,0.7,22.0,0.0,0.0,2.1,53.7,0.6,0.0,7.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,6.4,15.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-03-01,March,Pluviometer,12.9,21.0,10.0,63.2,,43.0,20.2,27.2,15.8,20.2,0.0,9.3,12.8,0.9,1.9,2.3,0.0,0.0,0.0,0.0,0.0,1.6,2.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-02-01,February,Pluviometer,60.9,17.0,10.0,148.5,,55.5,93.0,31.3,24.2,88.4,4.6,0.0,9.0,11.1,5.3,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.0,17.5,6.7,60.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,,,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
1253.8,1960.0,2951010.0,Raw,1960-01-01,January,Pluviometer,21.0,5.0,10.0,58.5,,36.9,21.6,30.3,6.6,4.4,17.2,0.0,0.0,0.0,0.0,21.0,0.2,4.3,4.8,0.4,5.3,0.9,0.0,0.0,0.0,0.0,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-09-01,12.98,144.5,24.3,120.2,72.25,13.0,11.3,85.6,34.6,23.8,2.0
,1961.0,2951010.0,Raw,1961-12-01,December,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-11-01,November,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-10-01,October,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-09-01,September,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-08-01,August,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-07-01,July,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-06-01,June,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-05-01,May,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-04-01,April,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-03-01,March,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-02-01,February,Pluviometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961.0,2951010.0,Raw,1961-01-01,January,Pluviometer,27.2,21.0,11.0,111.2,,57.2,54.0,35.6,21.6,49.2,4.8,0.2,0.0,5.8,4.9,0.0,24.7,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,11.2,10.4,0.0,0.0,0.0,27.2,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.3,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-12-01,December,Pluviometer,18.7,2.0,5.0,65.7,946.6,43.6,22.1,35.0,8.6,7.4,14.7,0.0,18.7,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-11-01,November,Pluviometer,25.7,4.0,7.0,60.1,,25.8,34.3,25.8,0.0,33.0,1.3,0.0,0.0,0.0,25.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,21.2,5.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-10-01,October,Pluviometer,28.8,27.0,11.0,78.7,,23.6,55.1,23.6,0.0,23.7,31.4,0.0,2.0,1.2,15.1,0.2,0.0,0.3,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,1.2,0.0,0.0,1.4,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-09-01,September,Pluviometer,33.8,8.0,11.0,90.3,,42.6,47.7,42.6,0.0,45.6,2.1,0.0,0.0,0.0,0.0,8.6,0.2,0.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,28.6,8.8,0.4,4.5,1.2,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.0,,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-08-01,August,Pluviometer,38.8,21.0,8.0,109.0,,20.7,88.3,0.0,20.7,59.5,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,15.5,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,38.8,19.8,0.9,0.0,0.0,0.0,0.0,0.0,22.9,5.9,0.0,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-07-01,July,Pluviometer,45.5,10.0,10.0,131.1,,94.4,36.7,8.9,85.5,12.6,24.1,0.0,0.0,0.0,8.0,0.9,0.0,0.0,0.0,30.2,45.5,1.4,0.0,0.0,0.0,8.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,16.4,7.0,0.0,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-06-01,June,Pluviometer,12.6,2.0,7.0,20.0,,15.1,4.9,13.5,1.6,4.9,0.0,0.0,12.6,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-05-01,May,Pluviometer,23.6,1.0,8.0,79.5,,23.6,55.9,23.6,0.0,42.7,13.2,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,5.0,10.0,11.7,0.0,0.0,0.0,0.0,0.0,12.8,0.4,0.0,0.0,0.0,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-04-01,April,Pluviometer,56.0,8.0,8.0,63.9,,63.4,0.5,62.4,1.0,0.5,0.0,0.0,5.6,0.8,0.0,0.0,0.0,0.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-03-01,March,Pluviometer,23.3,27.0,10.0,86.4,,30.4,56.0,4.2,26.2,11.7,44.3,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,4.8,17.4,0.0,0.0,0.0,0.0,4.0,3.2,0.0,3.6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.3,10.0,0.0,0.0,0.0,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-02-01,February,Pluviometer,13.0,4.0,6.0,34.9,,20.6,14.3,20.6,0.0,14.1,0.2,0.0,0.0,7.2,13.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,,,,,,
946.6,1962.0,2951010.0,Raw,1962-01-01,January,Pluviometer,101.8,14.0,6.0,127.0,,119.8,7.2,17.5,102.3,7.2,0.0,0.0,5.7,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.3,101.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
1585.9,1963.0,2951010.0,Raw,1963-12-01,December,Pluviometer,18.6,3.0,12.0,78.8,1585.9,62.9,15.9,50.7,12.2,5.1,10.8,1.0,0.0,18.6,6.2,4.4,0.0,4.8,15.7,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.7,5.3,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-11-01,November,Pluviometer,50.2,5.0,13.0,171.9,,78.6,93.3,66.4,12.2,23.2,70.1,0.7,0.0,0.0,3.7,50.2,3.3,3.9,4.6,11.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,0.0,7.4,17.4,,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-10-01,October,Pluviometer,60.3,9.0,12.0,271.2,,192.9,78.3,9.6,183.3,46.0,32.3,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,60.3,51.3,10.3,30.4,0.0,15.4,15.6,5.8,33.5,0.0,0.0,0.0,6.7,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1.3,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-09-01,September,Pluviometer,35.6,25.0,12.0,180.6,,47.1,133.5,16.0,31.1,54.9,78.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6,13.4,0.0,0.0,0.0,19.4,3.8,0.0,7.9,1.5,0.0,0.0,0.0,0.0,30.6,0.0,22.8,7.8,35.6,33.2,0.0,0.0,0.0,2.0,,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-08-01,August,Pluviometer,55.8,14.0,11.0,191.1,,89.4,101.7,3.5,85.9,70.8,30.9,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,1.5,0.0,23.8,0.0,0.0,55.8,4.8,0.0,0.0,0.0,3.8,20.6,28.4,17.2,0.8,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-07-01,July,Pluviometer,43.0,21.0,8.0,80.3,,28.5,51.8,17.2,11.3,51.8,0.0,7.6,7.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,1.7,0.0,9.6,0.0,0.0,0.0,0.0,6.2,43.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-06-01,June,Pluviometer,61.1,15.0,5.0,79.7,,77.9,1.8,5.2,72.7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,3.7,7.9,0.0,0.0,0.0,61.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-05-01,May,Pluviometer,26.4,11.0,7.0,63.7,,60.6,3.1,19.8,40.8,0.0,3.1,18.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,2.4,10.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-04-01,April,Pluviometer,12.0,9.0,6.0,34.7,,29.0,5.7,12.0,17.0,5.7,0.0,0.5,10.3,1.2,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-03-01,March,Pluviometer,32.7,26.0,11.0,85.2,,12.0,73.2,11.1,0.9,31.5,41.7,0.0,0.0,0.0,0.0,0.0,0.0,3.8,7.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.8,6.6,1.7,4.4,8.0,0.0,9.0,32.7,0.0,0.0,0.0,0.0,0.0,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
1585.9,1963.0,2951010.0,Raw,1963-02-01,February,Pluviometer,33.4,27.0,11.0,92.3,,0.5,91.8,0.2,0.3,22.9,68.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,8.0,2.8,8.9,3.2,0.0,0.0,0.0,2.0,2.6,0.5,33.4,30.4,,,,1963-10-01,12.4,271.2,192.9,78.3,135.6,9.6,183.3,46.0,32.3,39.15,2.0
