Station_Code;Data_Type;Date;Month;Measurer;Daily_max_vol;Day_max_vol;Rain_days;Monthly_total_vol;Annual_vol;Year;Vol_fortnight1;Vol_fortnight2;Vol_week1;Vol_week2;Vol_week3;Vol_week4;Day01;Day02;Day03;Day04;Day05;Day06;Day07;Day08;Day09;Day10;Day11;Day12;Day13;Day14;Day15;Day16;Day17;Day18;Day19;Day20;Day21;Day22;Day23;Day24;Day25;Day26;Day27;Day28;Day29;Day30;Day31
2951010;Raw;01/03/2013;March;Pluviometer;49.9;21;7;218.4;;;142;76.4;93.9;48.1;76.4;0;0;0;0;38.5;12.9;0;42.5;0;0;0;0;32.5;15.6;0;0;0;0;0;0;26.5;49.9;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/02/2013;February;Pluviometer;39.9;3;15;192.7;;;133.4;59.3;43.8;89.6;20;39.3;0;0;39.9;3.9;0;0;0;0;1;12.5;25.7;23.5;24.5;2.4;4.5;0;0;7.7;0.5;0;7.3;0.7;0;0;0;36.3;2.3;0;;;
2951010;Raw;01/01/2013;January;Pluviometer;45;8;3;68.4;;;45;23.4;45;0;4.4;19;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;4.4;0;0;0;0;0;0;0;19;0;0;0;0;0;0
2951010;Raw;01/12/2012;December;Pluviometer;92;28;8;212;1206;2012;39.1;172.9;8.9;30.2;45.6;127.3;0;0;0;0;5.4;0;0;3.5;0;18.9;0;0;11.3;0;0;0;24.3;0;0;0;21.3;0;0;0;0;0;35.3;92;0;0;0
2951010;Raw;01/11/2012;November;Pluviometer;16.1;23;3;20.5;;;2.1;18.4;0;2.1;16.1;2.3;0;0;0;0;0;0;0;0;0;0;0;2.1;0;0;0;0;0;0;0;0;0;0;16.1;2.3;0;0;0;0;0;0;
2951010;Raw;01/10/2012;October;Pluviometer;45.5;8;9;103.7;;;67.4;36.3;50.1;17.3;15.9;20.4;0;4.6;0;0;0;0;0;45.5;0.5;12.9;3.9;0;0;0;0;0;0;0;0;0;0;7.9;8;0;0;0;2.3;0;0;18.1;0
2951010;Raw;01/09/2012;September;Pluviometer;115.6;19;6;247.1;;;84.2;162.9;0;84.2;162.9;0;0;0;0;0;0;0;0;0;0;48.1;36.1;0;0;0;0;9.3;20.7;17.3;115.6;0;0;0;0;0;0;0;0;0;0;0;
2951010;Raw;01/08/2012;August;Pluviometer;26.7;26;6;75.9;;;21;54.9;19.5;1.5;0;54.9;19.5;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.7;26.1;1.7;0.4;0;0
2951010;Raw;01/07/2012;July;Pluviometer;80.5;6;4;193.4;;;108;85.4;108;0;0;85.4;0;0;0;0;0;80.5;27.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.9;0;0;0;57.5;0;0
2951010;Raw;01/06/2012;June;Pluviometer;50.7;18;4;77.9;;;18.6;59.3;1.6;17;50.7;8.6;0;0;0;0;1.6;0;0;0;0;0;17;0;0;0;0;0;0;50.7;0;0;0;0;0;8.6;0;0;0;0;0;0;
2951010;Raw;01/05/2012;May;Pluviometer;0;;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/04/2012;April;Pluviometer;21.3;14;4;52.4;;;31.8;20.6;0;31.8;10.4;10.2;0;0;0;0;0;0;0;0;0;0;0;10.5;0;21.3;0;0;0;0;0;10.4;0;0;0;0;0;0;0;10.2;0;0;
2951010;Raw;01/03/2012;March;Pluviometer;6.7;1;1;6.7;;;6.7;0;6.7;0;0;0;6.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/02/2012;February;Pluviometer;36.1;25;5;108.2;;;72.1;36.1;59.8;12.3;0;36.1;0;0;0;0;11.5;18.5;29.8;12.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.1;0;0;0;0;;
2951010;Raw;01/01/2012;January;Pluviometer;43;13;7;108.2;;;75.7;32.5;0;75.7;2.2;30.3;0;0;0;0;0;0;0;0;0;0;2;0;43;14.3;16.4;0;0;0;0;0;2.2;0;0;28.3;2;0;0;0;0;0;0
2951010;Raw;01/12/2011;December;Pluviometer;55;6;6;104.2;1500.9;2011;72.1;32.1;55;17.1;32.1;0;0;0;0;0;0;55;0;0;0;0;0;0;0;10.4;6.7;15.2;8.4;8.5;0;0;0;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/11/2011;November;Pluviometer;6.5;6;3;9;;;6.5;2.5;6.5;0;2.5;0;0;0;0;0;0;6.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;2.3;0;0;0;0;0;0;0;
2951010;Raw;01/10/2011;October;Pluviometer;24.8;26;8;106.8;;;57.6;49.2;11.2;46.4;0;49.2;11.2;0;0;0;0;0;0;0;12.2;15.1;0;12.4;0;6.7;0;0;0;0;0;0;0;0;0;0;20.2;24.8;4.2;0;0;0;0
2951010;Raw;01/09/2011;September;Pluviometer;24.6;6;3;47.2;;;24.6;22.6;24.6;0;22.6;0;0;0;0;0;0;24.6;0;0;0;0;0;0;0;0;0;0;0;0;5.5;0;0;0;17.1;0;0;0;0;0;0;0;
2951010;Raw;01/08/2011;August;Pluviometer;70.3;9;12;182.2;;;113.7;68.5;32.3;81.4;11.7;56.8;6.4;0;1;0;0;0;1;23.9;70.3;0;0;11.1;0;0;0;11.7;0;0;0;0;0;0;0;6.8;0;3.3;0;3.9;38;4.8;0
2951010;Raw;01/07/2011;July;Pluviometer;117.4;21;13;266.8;;;58.1;208.7;0.1;58;162.7;46;0.1;0;0;0;0;0;0;0;0;0;0;0;14;26.3;17.7;0;5.3;22.8;0;17.2;117.4;0;0;0;0;0;2.7;2.5;6.1;30.7;4
2951010;Raw;01/06/2011;June;Pluviometer;31.7;8;12;135.5;;;47.6;87.9;47.6;0;47.4;40.5;0;0;5.3;0;0;0;10.6;31.7;0;0;0;0;0;0;0;0;0;19.1;0;0.1;28;0.2;0;12;15;13;0;0.2;0;0.3;
2951010;Raw;01/05/2011;May;Pluviometer;16.6;13;5;47.9;;;40.8;7.1;5;35.8;7.1;0;0;0;5;0;0;0;0;0;0;0;0;7.2;16.6;0;12;0;0;0;0;0;0;0;7.1;0;0;0;0;0;0;0;0
2951010;Raw;01/04/2011;April;Pluviometer;60.7;15;11;184.4;;;92.8;91.6;21;71.8;84.3;7.3;0;15;0;0;6;0;0;0;5.3;1.3;0;0;4.5;0;60.7;13.5;17.1;0;0;0;0;0.7;53;7.3;0;0;0;0;0;0;
2951010;Raw;01/03/2011;March;Pluviometer;42;28;8;173;;;21.7;151.3;0;21.7;0;151.3;0;0;0;0;0;0;0;0;0;0;4.5;0;0;7.8;9.4;0;0;0;0;0;0;0;0;0;20.3;48;30.4;42;10.6;0;0
2951010;Raw;01/02/2011;February;Pluviometer;46.9;13;13;137.1;;;110.7;26.4;36.9;73.8;1.9;24.5;0;23.4;0;0;0;13.5;0;9.4;0;0;0;16.3;46.9;1.2;0;0;0;0;0;1.9;0;1.1;8;8.4;1.3;3;2.7;0;;;
2951010;Raw;01/01/2011;January;Pluviometer;20.2;28;11;106.8;;;64.9;41.9;8.5;56.4;4.7;37.2;0;8.5;0;0;0;0;0;0;0;14.4;16.5;0;19.3;6.2;0;0;0;0;0;3.5;1.2;0;0;0;0;0;8;20.2;8;1;0
2951010;Raw;01/12/2010;December;Pluviometer;19;13;7;66.3;1011.2;2010;38.6;27.7;10.3;28.3;19.8;7.9;0;0;10.3;0;0;0;0;0;0;0;3.1;6.2;19;0;0;0;0;0;0;16.8;3;0;0;0;7.9;0;0;0;0;0;0
2951010;Raw;01/11/2010;November;Pluviometer;22.1;16;8;107.8;;;19.9;87.9;0;19.9;47.2;40.7;0;0;0;0;0;0;0;0;0;0;19.9;0;0;0;0;22.1;0;0;0;0;0;5;20.1;6.4;15.7;0;0;0;7.3;11.3;
2951010;Raw;01/10/2010;October;Pluviometer;18.7;6;4;39.6;;;39.6;0;38.5;1.1;0;0;0;0;0;0;0;18.7;2.7;17.1;0;0;0;0;0;0;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/09/2010;September;Pluviometer;72.9;22;10;245.6;;;133.5;112.1;111.9;21.6;84.4;27.7;0;30.5;50.5;18;12.9;0;0;0;0;0;0;20;0;1.6;0;0;0;0;0;0;11.5;72.9;0;27.3;0.4;0;0;0;0;0;
2951010;Raw;01/08/2010;August;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/07/2010;July;Pluviometer;34.9;22;10;177.4;;;62.4;115;0;62.4;106.1;8.9;0;0;0;0;0;0;0;0;0;10;0;19.1;33.3;0;0;0;7.8;30.1;6;27.3;0;34.9;0;0;5.5;3.4;0;0;0;0;0
2951010;Raw;01/06/2010;June;Pluviometer;38.8;17;4;80;;;9.4;70.6;9.4;0;70.6;0;0;0;0;0;9.4;0;0;0;0;0;0;0;0;0;0;0;38.8;13.8;0;8;0;0;10;0;0;0;0;0;0;0;
2951010;Raw;01/05/2010;May;Pluviometer;50.5;19;9;178.9;;;92.8;86.1;12.6;80.2;76.2;9.9;0;0;0;10.8;0;0;0;1.8;0;50;2.1;17;11.1;0;0;0;0;25.7;50.5;0;0;0;0;0;0;0;0;0;0;9.9;0
2951010;Raw;01/04/2010;April;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/03/2010;March;Pluviometer;46;22;7;115.6;;;33.5;82.1;20.9;12.6;49;33.1;0;0;0;0;0;0;0;20.9;0;0;2.6;10;0;0;0;0;0;0;0;0;0;46;3;0;28.9;0;0;0;4.2;0;0
2951010;Raw;01/02/2010;February;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/01/2010;January;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/12/2009;December;Pluviometer;;;;;1291.1;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/11/2009;November;Pluviometer;90.3;8;11;318.3;;;150.5;167.8;100.5;50;121.1;46.7;0;0;0;10.2;0;0;0;90.3;0;20;0;0;0;30;0;16.5;0;20;0;30;20;34.6;0;29.9;0;0;0;0;16.8;0;
2951010;Raw;01/10/2009;October;Pluviometer;46.4;12;7;136.7;;;92;44.7;42.7;49.3;1.7;43;0;9.9;0;0;0;32.8;0;0;0;0;0;46.4;0;0;2.9;0;1.7;0;0;0;0;0;0;0;32.5;10.5;0;0;0;0;0
2951010;Raw;01/09/2009;September;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/08/2009;August;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/07/2009;July;Pluviometer;34.6;17;6;99.8;;;35.3;64.5;20.8;14.5;64.5;0;0;0;0;0;0;0;0;20.8;8.7;0;5.8;0;0;0;0;10.8;34.6;0;0;0;0;19.1;0;0;0;0;0;0;0;0;0
2951010;Raw;01/06/2009;June;Pluviometer;99.5;24;6;132.8;;;9.8;123;0;9.8;18.1;104.9;0;0;0;0;0;0;0;0;9.8;0;0;0;0;0;0;3.4;3.9;0;0;0;0;0;10.8;99.5;0;0;0;0;0;5.4;
2951010;Raw;01/05/2009;May;Pluviometer;50;31;7;129.6;;;67.5;62.1;0;67.5;4.5;57.6;0;0;0;0;0;0;0;0;0;0;0;0;20;40.2;7.3;0;0;0;4.5;0;0;0;0;0;0.9;0;0;0;0;6.7;50
2951010;Raw;01/04/2009;April;Pluviometer;10.8;6;2;13.6;;;10.8;2.8;10.8;0;2.8;0;0;0;0;0;0;10.8;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;
2951010;Raw;01/03/2009;March;Pluviometer;29.7;13;5;69.1;;;62.9;6.2;28.4;34.5;6.2;0;0;28.4;0;0;0;0;0;0;0;0;3.1;1.7;29.7;0;0;0;0;0;0;0;6.2;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/02/2009;February;Pluviometer;27.7;19;9;141.6;;;32.9;108.7;24.7;8.2;69.8;38.9;0;24.7;0;0;0;0;0;0;0;0;2.3;5.9;0;0;0;0;0;0;27.7;17.7;24.4;16.3;11.4;11.2;0;0;0;0;;;
2951010;Raw;01/01/2009;January;Pluviometer;47.4;19;12;249.6;;;146.9;102.7;47.3;99.6;55.4;47.3;0;0;44.9;2.4;0;0;0;0;30.1;13.9;42.5;0;0;4.5;8.6;0;0;0;47.4;8;0;0;0;0;0;0;4.1;0;40.4;2.8;0
2951010;Raw;01/12/2008;December;Pluviometer;14.4;25;11;56.8;1435.3;2008;27.7;29.1;12.9;14.8;4.8;24.3;0;1.2;8.3;3.4;0;0;0;0;6.1;0;0;0.6;0;0;8.1;4.6;0.2;0;0;0;0;0;0;5.8;14.1;0;0;0;0;4.4;0
2951010;Raw;01/11/2008;November;Pluviometer;56.3;9;5;119.3;;;99;20.3;42.7;56.3;0;20.3;30.2;0;0;0;0;9.4;3.1;0;56.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.3;
2951010;Raw;01/10/2008;October;Pluviometer;108.4;25;10;277.8;;;86.7;191.1;14.5;72.2;8.1;183;1.2;0;0;13.3;0;0;0;0;0;0;21.4;0;18.4;28.3;4.1;0;0;0;0;0;0;8.1;0;51.2;108.4;0;0;23.4;0;0;0
2951010;Raw;01/09/2008;September;Pluviometer;48.2;5;6;106.6;;;77.9;28.7;54.6;23.3;19.3;9.4;0;0;0;6.4;48.2;0;0;0;0;0;23.3;0;0;0;0;0;0;0;0;12.2;0;7.1;0;0;0;0;0;0;9.4;0;
2951010;Raw;01/08/2008;August;Pluviometer;62.4;18;7;168.8;;;66.5;102.3;32.3;34.2;102.3;0;32.3;0;0;0;0;0;0;0;0;0;0;34.2;0;0;0;7.3;0;62.4;14.3;0;16.1;2.2;0;0;0;0;0;0;0;0;0
2951010;Raw;01/07/2008;July;Pluviometer;30.4;2;6;80.8;;;34.7;46.1;34.7;0;15.5;30.6;0;30.4;0;0;0;0;4.3;0;0;0;0;0;0;0;0;0;0;0;0;5.2;10.3;0;0;0;0;0;3.2;0;27.4;0;0
2951010;Raw;01/06/2008;June;Pluviometer;36.2;26;8;144;;;81.1;62.9;45.7;35.4;8.3;54.6;0;17.4;0;0;20.2;0;8.1;0;35.4;0;0;0;0;0;0;0;0;0;0;8.3;0;0;0;0;0;36.2;15.3;3.1;0;0;
2951010;Raw;01/05/2008;May;Pluviometer;85.2;2;6;190.7;;;124;66.7;124;0;0;66.7;13.4;85.2;22.3;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.4;0;14.3;0;0;0
2951010;Raw;01/04/2008;April;Pluviometer;35.3;13;6;97.5;;;56.2;41.3;0;56.2;0;41.3;0;0;0;0;0;0;0;0;0;12.2;7.3;1.4;35.3;0;0;0;0;0;0;0;0;0;0;0;0;0;9.2;0;32.1;0;
2951010;Raw;01/03/2008;March;Pluviometer;18.4;9;9;57.3;;;44.6;12.7;25;19.6;6.4;6.3;11.2;10.3;2.3;1.2;0;0;0;0;18.4;1.2;0;0;0;0;0;0;0;0;0;0;1.1;5.3;0;0;0;0;6.3;0;0;0;0
2951010;Raw;01/02/2008;February;Pluviometer;31.2;10;5;110;;;80;30;22.4;57.6;0;30;13.4;9;0;0;0;0;0;26.4;0;31.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;;
2951010;Raw;01/01/2008;January;Pluviometer;9.4;3;5;25.7;;;15.2;10.5;9.4;5.8;8.1;2.4;0;0;9.4;0;0;0;0;0;0;0;3.4;0;0;0;2.4;0;0;8.1;0;0;0;0;0;0;0;0;0;0;0;2.4;0
2951010;Raw;01/12/2007;December;Pluviometer;50;10;9;155.4;1317.3;2007;61.1;94.3;11.1;50;5.3;89;0;0;0;11.1;0;0;0;0;0;50;0;0;0;0;0;0;0;0;5.3;0;0;0;0;6;27.2;11.4;14.1;5.3;25;0;0
2951010;Raw;01/11/2007;November;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/10/2007;October;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/09/2007;September;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/08/2007;August;Pluviometer;53.3;25;5;120.6;;;62.3;58.3;62.3;0;5;53.3;0;30.2;0;4;0;28.1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;53.3;0;0;0;0;0;0
2951010;Raw;01/07/2007;July;Pluviometer;64.1;9;9;223.4;;;144;79.4;60.1;83.9;79.4;0;0;0;0;0;0;0;58;2.1;64.1;8.4;0;6.1;5.3;0;0;0;10.4;0;0;0;57;12;0;0;0;0;0;0;0;0;0
2951010;Raw;01/06/2007;June;Pluviometer;18.3;11;7;65.5;;;31.5;34;0;31.5;18.2;15.8;0;0;0;0;0;0;0;0;0;12.2;18.3;0;0;1;0;0;0;9;0;0;0;0;9.2;0;0;14.8;1;0;0;0;
2951010;Raw;01/05/2007;May;Pluviometer;67.1;17;6;166.6;;;85.5;81.1;55.3;30.2;81.1;0;0;30;0;0;0;20.3;5;0;0;0;0;0;30.2;0;0;0;67.1;0;0;0;0;0;14;0;0;0;0;0;0;0;0
2951010;Raw;01/04/2007;April;Pluviometer;28;4;8;71.7;;;51.2;20.5;35.4;15.8;0;20.5;3.4;0;0;28;0;0;0;4;5.1;0;0;6.4;0;0;4.3;0;0;0;0;0;0;0;0;0;19.4;1.1;0;0;0;0;
2951010;Raw;01/03/2007;March;Pluviometer;54.4;17;11;215.2;;;23.4;191.8;21.4;2;142.5;49.3;0;12.1;0;0;8.3;0;0;1;2;0;0;0;0;0;0;0;54.4;45;30;13.1;0;0;0;0;0;18.3;0;0;30;1;0
2951010;Raw;01/02/2007;February;Pluviometer;72.4;23;11;154.6;;;19.4;135.2;16.3;3.1;17.6;117.6;0;0;0;0;6.3;10;0;0;0;0;3.1;0;0;0;2.4;0;0;8.2;1;0;6;7.2;72.4;30;8;0;0;0;;;
2951010;Raw;01/01/2007;January;Pluviometer;80;12;10;144.3;;;94.4;49.9;6.2;88.2;22.6;27.3;0;0;0;1.2;5;0;0;0;0;0;0;80;8.2;0;0;0;0;5.4;13.1;2;2.1;0;0;0;0;0;0;16.3;11;0;0
2951010;Raw;01/12/2006;December;Pluviometer;19.3;24;6;61.6;878.2;2006;1;60.6;1;0;32.2;28.4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;3.2;13;0;0;19.3;0;9.1;0;0;0;0;0
2951010;Raw;01/11/2006;November;Pluviometer;49;6;9;186.6;;;51.2;135.4;51.2;0;67.5;67.9;0;0;0;0;0;49;2.2;0;0;0;0;0;0;0;0;0;0;33;24.2;10.3;0;0;0;0;32;32.4;1.2;2.3;0;0;
2951010;Raw;01/10/2006;October;Pluviometer;33;6;5;94.7;;;50;44.7;33;17;25.3;19.4;0;0;0;0;0;33;0;0;17;0;0;0;0;0;0;24.3;0;0;1;0;0;0;0;0;0;0;0;0;19.4;0;0
2951010;Raw;01/09/2006;September;Pluviometer;40;9;6;92.5;;;78.1;14.4;11.1;67;14.4;0;0;0;11.1;0;0;0;0;0;40;0;0;0;2;0;25;7.3;0;0;0;0;7.1;0;0;0;0;0;0;0;0;0;
2951010;Raw;01/08/2006;August;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/07/2006;July;Pluviometer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951010;Raw;01/06/2006;June;Pluviometer;50;20;10;118.8;;;25.9;92.9;3.4;22.5;71.4;21.5;0;0;0;3.4;0;0;0;0;0;9.2;13.3;0;0;0;0;5.4;0;0;0;50;8.4;3.4;4.2;0;0;20.4;1.1;0;0;0;
2951010;Raw;01/05/2006;May;Pluviometer;43;20;5;66.2;;;20.1;46.1;19.1;1;43;3.1;0;0;1;0;0;0;0;18.1;0;0;1;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;3.1
2951010;Raw;01/04/2006;April;Pluviometer;32.5;11;4;70.6;;;40.5;30.1;0;40.5;22.1;8;0;0;0;0;0;0;0;0;0;8;32.5;0;0;0;0;0;0;0;0;0;22.1;0;0;0;0;8;0;0;0;0;
2951010;Raw;01/03/2006;March;Pluviometer;33.4;28;6;75.3;;;0;75.3;0;0;28.6;46.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;17.4;0;0;7.2;4.3;0;0;0;33.4;9;0;0
2951010;Raw;01/02/2006;February;Pluviometer;13.4;23;8;48.4;;;11.6;36.8;11.6;0;16.1;20.7;10.4;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;6.1;10;1;13.4;0;5;1.3;0;0;;;
2951010;Raw;01/01/2006;January;Pluviometer;19.4;16;12;63.5;;;4.1;59.4;1;3.1;41.2;18.2;1;0;0;0;0;0;0;0;0;0;2.1;0;0;1;0;19.4;12.4;0.2;2.1;0;2;2;3.1;10.2;8;0;0;0;0;0;0
2951010;Raw;01/12/2005;December;Pluviometer;21.2;1;8;73.8;1513.7;2005;35.6;38.2;35.6;0;17.8;20.4;21.2;0;0;0;1;12.4;1;0;0;0;0;0;0;0;0;2.4;5.4;0;0;10;0;0;0;20.4;0;0;0;0;0;0;0
2951010;Raw;01/11/2005;November;Pluviometer;16.3;24;7;44.8;;;19.8;25;19.8;0;4.7;20.3;0;0;0;0;10.4;0;9.4;0;0;0;0;0;0;0;0;1.2;2.1;0;1.4;0;0;0;0;16.3;4;0;0;0;0;0;
2951010;Raw;01/10/2005;October;Pluviometer;56.4;5;13;296.5;;;197.5;99;141.9;55.6;52.4;46.6;0;0;0;41.2;56.4;1;16;27.3;5.2;0;0;0;0;46;4.4;34.4;17;1;0;0;0;0;0;0;20.4;0;0;26.2;0;0;0
2951010;Raw;01/09/2005;September;Pluviometer;46;11;10;129.1;;;85.5;43.6;21.4;64.1;23.3;20.3;15.2;0;0;4;2.2;0;0;0;0;0;46;0;0;18.1;0;0;5.3;0;18;0;0;0;0;7.4;12.2;0;0;0;0;0.7;
2951010;Raw;01/08/2005;August;Pluviometer;64.3;30;11;178.9;;;47.8;131.1;40.5;7.3;40.6;90.5;0;0;0;0;0;0;5.2;35.3;7.3;0;0;0;0;0;0;0;0;8.3;0;0;23.1;9.2;0;13.4;0;0;0;3.3;6.2;64.3;3.3
2951010;Raw;01/07/2005;July;Pluviometer;47.3;22;5;85;;;17.3;67.7;17.3;0;67.7;0;0;0;0;1.2;16.1;0;0;0;0;0;0;0;0;0;0;12.2;0;8.2;0;0;0;47.3;0;0;0;0;0;0;0;0;0
2951010;Raw;01/06/2005;June;Pluviometer;36.2;14;11;113.8;;;70.2;43.6;0;70.2;26.1;17.5;0;0;0;0;0;0;0;0;0;0;0;24.4;8.4;36.2;1.2;11.3;7.4;0;6.1;1.3;0;0;0;0;0;4.4;2;11.1;0;0;
2951010;Raw;01/05/2005;May;Pluviometer;68.4;19;12;228.4;;;64.3;164.1;18.5;45.8;158.9;5.2;0;0;0;0;0;0;14.2;4.3;9;13.2;0;21;1.2;0;1.4;0;0;57.2;68.4;17;16.3;0;0;5.2;0;0;0;0;0;0;0
2951010;Raw;01/04/2005;April;Pluviometer;50;2;11;163.5;;;134.1;29.4;95;39.1;15;14.4;10.4;50;5.2;0;0;0;4.4;25;2.3;0;0;0;5;0.4;31.4;0;0;0;0;15;0;0;0;0;0;14.4;0;0;0;0;
2951010;Raw;01/03/2005;March;Pluviometer;47;13;6;121.2;;;71.3;49.9;0;71.3;49.9;0;0;0;0;0;0;0;0;0;0;0;0;0;47;17.3;7;2.2;0;0;0;0;0;10.3;37.4;0;0;0;0;0;0;0;0
2951010;Raw;01/02/2005;February;Pluviometer;18;12;3;25.3;;;18;7.3;0;18;0;7.3;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3;4;0;;;
2951010;Raw;01/01/2005;January;Pluviometer;53;10;2;53.4;;;53.4;0;0;53.4;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/12/2004;December;Pluviometer;14.2;6;4;24.9;1098.5;2004;16.6;8.3;15.2;1.4;8.3;0;0;0;0;0;0;14.2;0;1;1.4;0;0;0;0;0;0;0;8.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/11/2004;November;Pluviometer;52;10;8;130.3;;;126.9;3.4;29.3;97.6;3.4;0;0;0;0;15.2;0;14.1;0;0;2.2;52;20;19.2;4.2;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2951010;Raw;01/10/2004;October;Pluviometer;44.4;17;8;107.8;;;36.4;71.4;0;36.4;49.4;22;0;0;0;0;0;0;0;0;0;0;0;0;36;0.4;0;0;44.4;0;5;0;0;0;0;13;3.4;4.2;1.4;0;0;0;0
2951010;Raw;01/09/2004;September;Pluviometer;38.6;14;13;176.5;;;86.7;89.8;3.3;83.4;74.2;15.6;0;0;3.3;0;0;0;0;0;0;0;9.6;5.4;27.8;38.6;2;0;0;0;0;16.4;23.8;10.6;23.4;3;0;0;0.3;0;12.3;0;
2951010;Raw;01/08/2004;August;Pluviometer;27.6;7;6;40.7;;;28.8;11.9;28.8;0;9.6;2.3;1.2;0;0;0;0;0;27.6;0;0;0;0;0;0;0;0;0;0;0;2.4;0;5.1;2.1;0;2.3;0;0;0;0;0;0;0
2951010;Raw;01/07/2004;July;Pluviometer;53.2;15;10;186.3;;;120.2;66.1;65.7;54.5;13.4;52.7;4.2;15.2;6.4;20.2;0;0;0;19.7;0;0;0;0;0;1.3;53.2;13.4;0;0;0;0;0;0;0;0;0;0;0;0;0;30.3;22.4
2951010;Raw;01/06/2004;June;Pluviometer;22.4;24;7;56.5;;;26.5;30;0.4;26.1;0;30;0;0;0;0.4;0;0;0;0;7.3;0;18.8;0;0;0;0;0;0;0;0;0;0;0;0;22.4;1.4;0;4.2;0;0;2;
2951010;Raw;01/05/2004;May;Pluviometer;28.4;8;12;139.6;;;109.4;30.2;79.6;29.8;2.2;28;10.4;0;0;21.4;10.2;0;9.2;28.4;0;0;0;7;19.2;0;3.6;0;0;0;0;0;0;0;2.2;8.4;14.6;5;0;0;0;0;0
2951010;Raw;01/04/2004;April;Pluviometer;36.7;3;7;116.9;;;37.7;79.2;37.7;0;66.8;12.4;0;1;36.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;33.2;0;0;0.2;33.2;0;0;0;0;0;0;12.4;
2951010;Raw;01/03/2004;March;Pluviometer;21.3;9;6;34.8;;;28.3;6.5;3.4;24.9;0;6.5;0;0;1.1;0;0;0;0;2.3;21.3;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;5.3;1.2;0;0
2951010;Raw;01/02/2004;February;Pluviometer;18.3;14;6;48.3;;;38.9;9.4;20.6;18.3;9.4;0;3;4.2;0;0;9.1;4.3;0;0;0;0;0;0;0;18.3;9.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
